UUID,TC,IMPORTE,IVA,RET ISR,RET IVA,TOTAL MX,TOTAL SAT
2F851938-15D2-4313-BE5F-2DEBBE9EAAAD,1.0,5490.0,878.4,0.0,0.0,6368.4,6368.4
AC99DF38-F0D9-1D4A-9613-211DD318991A,1.0,767.28,122.76,0.0,0.0,890.04,890.04
2276A08A-E8AA-441D-921F-1B2EE0D48BE9,1.0,1825.0,292.0,0.0,0.0,2117.0,2117.0
54E2CA8D-C676-4D39-A0AE-48D46C0C0865,1.0,227.13,36.34,0.0,0.0,263.47,263.47
70918DC4-5E88-4882-A83A-5853512F6B8C,1.0,18.97,3.03,0.0,0.0,22.0,22.0
7ED1B571-783C-4B41-B5AC-DA6DC308DEEB,1.0,460.0,73.6,0.0,0.0,533.6,533.6
D0DC3EAC-F64E-45D9-B61D-A369EFCEA246,1.0,1740.8,286.71,0.0,0.0,2027.51,2027.51
251CC156-E7FC-49E6-AFAC-0B05BA658642,1.0,2042.5,326.8,0.0,0.0,2369.3,2369.3
37C508E2-9B36-4244-8B3E-936DBB8D5FD4,1.0,4453.1,712.5,0.0,0.0,5165.6,5165.6
160565DC-32BE-4589-84B3-B7504ED45594,1.0,1162.37,185.98,0.0,0.0,1348.35,1348.35
36A61AC5-B77F-447B-A8C5-ADF03150EDF2,1.0,6532.95,1045.27,0.0,0.0,7578.219999999999,7578.22
A8E95D8F-C1FC-4F52-AB74-10EE3690C6FB,1.0,6660.0,1065.6,0.0,0.0,6349.200000000001,6349.2
376F5528-A237-4369-AA26-A8103DA2BCAF,1.0,446.55,71.45,0.0,0.0,518.0,518.0
FD147B32-C76B-4C65-AADE-AAC92259F14E,1.0,49.77,7.96,0.0,0.0,57.730000000000004,57.73
EBE74556-FA27-4288-9621-0952E7627AA5,1.0,0.0,0.0,0.0,0.0,0.0,0.0
E44E67E3-752D-427E-84C9-6848C9E559C3,1.0,2100.0,336.0,0.0,0.0,2436.0,2436.0
A7AAF4E4-8349-45BD-A34F-42C44CC7290B,1.0,3446.99,551.52,0.0,0.0,3998.5099999999998,3998.51
F8A10ACC-0B3A-5947-B46E-A105EDADE772,1.0,2426.58,388.25,0.0,0.0,2814.83,2814.83
7C9698E5-81A9-4733-B062-A869A59C3C18,1.0,9570.31,0.0,0.0,0.0,10527.34,10527.34
9EC2E7C2-A8C4-4304-8571-A7872B42B8DD,1.0,244.66,39.15,0.0,0.0,283.81,283.81
